chunk_id,file_id,sort_id,content,page,total_page,coordinates,reg_id,reg_date,upd_id,upd_date,label,enumerated,section,subsection,subsubsection,subsubsubsection,is_section_title,footnote_id,table_group_id,content_type
3735,5,13,1.5 Appendix X2 provides information on the variability of tensile properties in plates and structural shapes.,1,63,"[300.835, 263.39704785156255, 552.3, 283.5280478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,1 Scope*,,,,False,,,text
3736,5,14,1.6 Appendix X3 provides information on weldability.,1,63,"[310.314, 247.43504785156256, 534.135, 256.0910478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,1 Scope*,,,,False,,,text
3737,5,15,"1.7 Appendix X4 provides information on cold bending of plates, including suggested minimum inside radii for cold bending.",1,63,"[300.835, 208.5240478515625, 552.306, 240.12904785156252]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,1 Scope*,,,,False,,,text
3738,5,16,"1.8 This general requirements specification also covers a group of supplementary requirements that are applicable to several of the above product specifications as indicated therein. Such requirements are provided for use where additional testing or additional restrictions are required by the purchaser, and apply only where specified individually in the purchase order.",1,63,"[300.835, 123.71404785156255, 552.306, 201.21804785156246]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,1 Scope*,,,,False,,,text
3739,5,17,"1.9 In case of any conflict in requirements, the requirements of the applicable product specification prevail over those of this general requirements specification.",1,63,"[300.835, 84.8030478515625, 552.302, 116.40804785156251]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,1 Scope*,,,,False,,,text
3745,5,23,"1.10 Additional requirements that are specified in the purchase order and accepted by the supplier are permitted, provided that such requirements do not negate any of the requirements of this general requirements specification or the applicable product specification.",2,63,"[31.431, 666.7210478515625, 282.903, 721.2760478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,1 Scope*,,,,False,,,text
3746,5,24,"1.11 For purposes of determining conformance with this general requirements specification and the applicable product specification, values are to be rounded to the nearest unit in the right-hand place of figures used in expressing the limiting values in accordance with the rounding method of Practice E29.",2,63,"[31.431, 593.8830478515625, 282.902, 659.9120478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,1 Scope*,,,,False,,,text
3747,5,25,"1.12 The text of this general requirements specification contains notes or footnotes, or both, that provide explanatory material. Such notes and footnotes, excluding those in tables and figures, do not contain any mandatory requirements.",2,63,"[31.431, 543.9930478515626, 282.896, 587.0730478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,1 Scope*,,,,False,,,text
3748,5,26,"1.13 The values stated in either inch-pound units or SI units are to be regarded separately as standard. Within the text, the SI units are shown in brackets. The values stated in each system are not exact equivalents; therefore, each system is to be used independently of the other, without combining values in any way.",2,63,"[31.431, 471.1530478515625, 282.907, 537.1830478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,1 Scope*,,,,False,,,text
3749,5,27,"1.14 This general requirements specification and the applicable product specification are expressed in both inch-pound units and SI units; however, unless the order specifies the applicable 'M' specification designation (SI units), the structural product is furnished to inch-pound units.",2,63,"[31.431, 409.7890478515625, 282.92, 464.3430478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,1 Scope*,1.14 This general requirements specification and the applicable product specification are expressed in both inch-pound units and SI units,,,False,,,subsection
3750,5,28,"1.15 This standard does not purport to address all of the safety concerns, if any, associated with its use. It is the responsibility of the user of this standard to establish appropriate safety and health practices and determine the applicability of regulatory limitations prior to use.",2,63,"[31.431, 349.5610478515625, 282.926, 403.9770478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,1 Scope*,,,,False,,,text
3751,5,29,2. Referenced Documents,2,63,"[31.431, 327.5560478515625, 142.915, 336.2800478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,section_header,False,2 Referenced Documents,,,,False,,,section
3752,5,30,"2.1 ASTM Standards: 3 A131/A131M Specification for Structural Steel for Ships A370 Test Methods and Definitions for Mechanical Testing of Steel Products A673/A673M Specification for Sampling Procedure for Impact Testing of Structural Steel A700 Practices for Packaging, Marking, and Loading Meth- ods for Steel Products for Shipment (Withdrawn 2014) 4",2,63,"[40.91, 243.17104785156243, 282.898, 322.6040478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,text,False,2 Referenced Documents,2.1 ASTM Standards,,,False,,,subsection
3753,5,31,"A751 Test Methods, Practices, and Terminology for Chemical Analysis of Steel Products",2,63,"[40.91, 208.74804785156243, 282.9, 228.87904785156252]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,text,False,2 Referenced Documents,"A751 Test Methods, Practices, and Terminology for Chemical Analysis of Steel Products",,,False,,,subsection
3754,5,32,"A829/A829M Specification for Alloy Structural Steel Plates A941 Terminology Relating to Steel, Stainless Steel, Related Alloys, and Ferroalloys",2,63,"[40.91, 174.32404785156245, 282.914, 205.92904785156247]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,text,False,2 Referenced Documents,"A751 Test Methods, Practices, and Terminology for Chemical Analysis of Steel Products",,,False,,,text
3755,5,33,E29 Practice for Using Significant Digits in Test Data to Determine Conformance with Specifications,2,63,"[40.91, 151.37404785156252, 282.909, 171.5050478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,text,False,2 Referenced Documents,E29 Practice for Using Significant Digits in Test Data to Determine Conformance with Specifications,,,False,,,subsection
3756,5,34,E112 Test Methods for Determining Average Grain Size E208 Test Method for Conducting Drop-Weight Test to,2,63,"[40.91, 128.42504785156257, 282.895, 148.55604785156254]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,text,False,2 Referenced Documents,E112 Test Methods for Determining Average Grain Size E208 Test Method for Conducting Drop-Weight Test to,,,False,,,subsection
3759,5,37,Determine Nil-Ductility Transition Temperature of Ferritic Steels,2,63,"[319.795, 701.1480478515625, 552.311, 721.2790478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,text,False,2 Referenced Documents,E112 Test Methods for Determining Average Grain Size E208 Test Method for Conducting Drop-Weight Test to,,,False,,,text
3760,5,38,2.2 American Welding Society Standards: 5,2,63,"[310.314, 686.8930478515625, 484.852, 697.4780478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,2 Referenced Documents,2.2 American Welding Society Standards,,,False,,,subsection
3761,5,39,A5.1/A5.1M Mild Steel Covered Arc-Welding Electrodes A5.5/A5.5M Low-Alloy Steel Covered Arc-Welding Electrodes,2,63,"[310.314, 652.4690478515626, 552.3, 684.0740478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,2 Referenced Documents,2.2 American Welding Society Standards,,,False,,,text
3762,5,40,A5.17/A5.17M Specification For Carbon Steel Electrodes And Fluxes For Submerged Arc Welding,2,63,"[310.314, 629.5200478515625, 552.306, 649.6500478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,2 Referenced Documents,2.2 American Welding Society Standards,,,False,,,text
3763,5,41,A5.18/A5.18M Specification For Carbon Steel Electrodes And Rods For Gas Shielded Arc Welding,2,63,"[310.314, 606.5700478515625, 552.306, 626.7010478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,2 Referenced Documents,2.2 American Welding Society Standards,,,False,,,text
3764,5,42,A5.20/A5.20M Carbon Steel Electrodes For Flux Cored Arc Welding,2,63,"[310.314, 583.6210478515625, 552.308, 603.7520478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,2 Referenced Documents,2.2 American Welding Society Standards,,,False,,,text
3765,5,43,A5.23/A5.23M Low Alloy Steel Electrodes And Fluxes For Submerged Arc Welding,2,63,"[310.314, 560.6710478515625, 552.31, 580.8020478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,2 Referenced Documents,2.2 American Welding Society Standards,,,False,,,text
3766,5,44,A5.28/A5.28M Specification For Low-Alloy Steel Electrodes And Rods For Gas Shielded Arc Welding,2,63,"[310.314, 537.7220478515625, 552.232, 557.8530478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,2 Referenced Documents,2.2 American Welding Society Standards,,,False,,,text
3767,5,45,A5.29/A5.29M Specification for Low-Alloy Steel Electrodes for Flux Cored Arc Welding,2,63,"[310.314, 514.7730478515625, 552.289, 534.9030478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,2 Referenced Documents,2.2 American Welding Society Standards,,,False,,,text
3768,5,46,D1.1/D1.1M Structural Welding Code Steel,2,63,"[310.314, 503.2980478515625, 487.53, 511.9540478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,text,False,2 Referenced Documents,2.2 American Welding Society Standards,,,False,,,text
3769,5,47,2.3 U.S. Military Standards: 6,2,63,"[310.314, 489.0460478515625, 431.471, 499.63104785156247]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,text,False,2 Referenced Documents,2.3 U.S. Military Standards,,,False,,,subsection
3770,5,48,MIL-STD-129 Marking for Shipment and Storage,2,63,"[310.314, 477.5710478515625, 513.988, 486.2280478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,text,False,2 Referenced Documents,2.3 U.S. Military Standards,,,False,,,text
3771,5,49,MIL-STD-163 Steel Mill Products Preparation for Shipment and Storage,2,63,"[310.314, 454.6220478515625, 552.308, 474.7530478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,text,False,2 Referenced Documents,2.3 U.S. Military Standards,,,False,,,text
3772,5,50,2.4 U.S. Federal Standard: 6,2,63,"[310.314, 440.3700478515625, 426.472, 450.9540478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,text,False,2 Referenced Documents,2.4 U.S. Federal Standard,,,False,,,subsection
3773,5,51,Fed. Std. No. 123 Marking for Shipments (Civil Agencies),2,63,"[310.314, 428.8950478515625, 550.308, 437.5510478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,text,False,2 Referenced Documents,2.4 U.S. Federal Standard,,,False,,,text
3774,5,52,2.5 American Society of Mechanical Engineers Code: 7,2,63,"[310.314, 414.6420478515625, 535.444, 425.2270478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,2 Referenced Documents,2.5 American Society of Mechanical Engineers Code,,,False,,,subsection
3775,5,53,"ASME Boiler and Pressure Vessel Code, Section IX",2,63,"[310.314, 403.1680478515625, 522.952, 411.8240478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,text,False,2 Referenced Documents,2.5 American Society of Mechanical Engineers Code,,,False,,,text
3776,5,54,3. Terminology,2,63,"[300.835, 380.9060478515625, 367.271, 389.6290478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,section_header,False,3 Terminology,,,,False,,,section
3777,5,55,3.1 Definitions of Terms Specific to This Standard:,2,63,"[310.315, 365.3680478515625, 518.82, 374.0240478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,,,False,,,subsection
3778,5,56,"3.1.1 Plates (other than floor plates)Flat, hot-rolled steel, ordered to thickness or weight [mass] and typically width and length, commonly classified as follows:",2,63,"[300.835, 330.9430478515625, 552.317, 362.5490478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,,,False,,,text
3779,5,57,3.1.1.1 When Ordered to Thickness:,2,63,"[310.315, 319.4690478515625, 458.933, 328.1250478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,,,False,,,text
3780,5,58,Over 8 in. [200 mm] in width and 0.230 in. [6 mm] or over in thickness.,2,63,"[300.836, 296.5190478515625, 552.264, 316.6500478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,True,3 Terminology,3.1 Definitions of Terms Specific to This Standard,,,False,,,text
3781,5,59,Over 48 in. [1200 mm] in width and 0.180 in. [4.5 mm] or over in thickness.,2,63,"[300.836, 273.5700478515625, 552.275, 293.7010478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,True,3 Terminology,3.1 Definitions of Terms Specific to This Standard,,,False,,,text
3782,5,60,3.1.1.2 When Ordered to Weight [Mass]:,2,63,"[310.315, 262.0950478515625, 479.079, 270.7510478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,,,False,,,text
3783,5,61,Over 8 in. [200 mm] in width and 9.392 lb/ft 2 [47.10 kg/m 2 ] or heavier.,2,63,"[300.834, 239.14604785156246, 552.279, 261.2060478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,True,3 Terminology,3.1 Definitions of Terms Specific to This Standard,,,False,,,text
3784,5,62,Over 48 in. [1200 mm] in width and 7.350 lb/ft 2 [35.32 kg/m 2 ] or heavier.,2,63,"[300.835, 216.1970478515625, 552.278, 238.25704785156245]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,True,3 Terminology,3.1 Definitions of Terms Specific to This Standard,,,False,,,text
3785,5,63,"3.1.1.3 DiscussionSteel products are available in various thickness, width, and length combinations depending upon equipment and processing capabilities of various manufacturers and processors. Historic limitations of a product based upon dimensions (thickness, width, and length) do not take into account current production and processing capabilities. To",2,63,"[300.835, 147.34904785156255, 552.315, 213.37904785156252]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,,,False,,,text
3792,5,70,"qualify any product to a particular product specification requires all appropriate and necessary tests be performed and that the results meet the limits prescribed in that product specification. If the necessary tests required by a product specification cannot be conducted, the product cannot be qualified to that specification. This general requirement standard contains permitted variations for the commonly available sizes. Permitted variations for other sizes are subject to agreement between the customer and the manufacturer or processor, whichever is applicable.",3,63,"[31.431, 609.3480478515625, 282.909, 721.2760478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,text,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,,,False,,,text
3793,5,71,"3.1.1.4 Slabs, sheet bars, and skelp, though frequently falling in the foregoing size ranges, are not classed as plates.",3,63,"[31.431, 585.4070478515625, 282.89, 605.5380478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,,,False,,,text
3794,5,72,"3.1.1.5 Coils are excluded from qualification to the applicable product specification until they are decoiled, leveled or straightened, formed (if applicable), cut to length, and, if required, properly tested by the processor in accordance with ASTM specification requirements (see Sections 9 - 15, 18, and 19 and the applicable product specification).",3,63,"[31.431, 515.5670478515625, 282.899, 581.5960478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,,,False,,,text
3795,5,73,3.1.2 Shapes (Flanged Sections):,3,63,"[40.91, 503.1010478515625, 177.246, 511.7570478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,3.1.2 Shapes (Flanged Sections),,False,,,subsubsection
3796,5,74,3.1.2.1 structural-size shapesrolled flanged sections having at least one dimension of the cross section 3 in. [75 mm] or greater.,3,63,"[31.431, 467.6850478515625, 282.916, 499.2900478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,3.1.2 Shapes (Flanged Sections),,False,,,text
3797,5,75,3.1.2.2 bar-size shapesrolled flanged sections having a maximum dimension of the cross section less than 3 in. [75 mm].,3,63,"[31.432, 432.2690478515625, 282.908, 463.8740478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,3.1.2 Shapes (Flanged Sections),,False,,,text
3798,5,76,"3.1.2.3 'W' shapesdoubly-symmetric, wide-flange shapes with inside flange surfaces that are substantially parallel.",3,63,"[31.431, 396.8530478515625, 282.904, 428.4580478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,3.1.2 Shapes (Flanged Sections),,False,,,text
3799,5,77,3.1.2.4 'HP' shapesare wide-flange shapes generally used as bearing piles whose flanges and webs are of the same nominal thickness and whose depth and width are essentially the same.,3,63,"[31.431, 349.9620478515625, 282.905, 393.0420478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,3.1.2 Shapes (Flanged Sections),,False,,,text
3800,5,78,3.1.2.5 'S' shapesdoubly-symmetric beam shapes with inside flange surfaces that have a slope of approximately 16 2 /3 %.,3,63,"[31.431, 314.5450478515625, 282.906, 346.1520478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,3.1.2 Shapes (Flanged Sections),,False,,,text
3801,5,79,"3.1.2.6 'M' shapesdoubly-symmetric shapes that cannot be classified as 'W,'' S,' or 'HP' shapes.",3,63,"[31.431, 290.6040478515625, 282.91, 310.7350478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,3.1.2 Shapes (Flanged Sections),,False,,,text
3802,5,80,3.1.2.7 'C' shapeschannels with inside flange surfaces that have a slope of approximately 16 2 /3 %.,3,63,"[31.432, 266.6620478515624, 282.903, 286.7940478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,3.1.2 Shapes (Flanged Sections),,False,,,text
3803,5,81,3.1.2.8 'MC' shapeschannels that cannot be classified as 'C' shapes.,3,63,"[31.431, 242.7210478515625, 282.9, 262.8520478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,3.1.2 Shapes (Flanged Sections),,False,,,text
3804,5,82,3.1.2.9 'L' shapesshapes having equal-leg and unequalleg angles.,3,63,"[31.432, 218.78004785156247, 282.902, 238.91104785156244]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,3.1.2 Shapes (Flanged Sections),,False,,,text
3805,5,83,"3.1.3 sheet pilingrolled steel sections that are capable of being interlocked, forming a continuous wall when individual pieces are driven side by side.",3,63,"[31.432, 183.2640478515625, 282.894, 214.8700478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,,,False,,,text
3806,5,84,"3.1.4 barsrounds, squares, and hexagons, of all sizes; flats 13 /64 in. (0.203 in.) and over [over 5 mm] in specified thickness, not over 6 in. [150 mm] in specified width; and flats 0.230 in. and over [over 6 mm] in specified thickness, over 6 to 8 in. [150 to 200 mm] inclusive, in specified width.",3,63,"[31.431, 121.80604785156254, 282.909, 176.3610478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,"3.1.4 barsrounds, squares, and hexagons, of all sizes",,False,,,subsubsection
3807,5,85,"3.1.5 exclusivewhen used in relation to ranges, as for ranges of thickness in the tables of permissible variations in dimensions, is intended to exclude only the greater value of the range. Thus, a range from 60 to 72 in. [1500 to 1800 mm] exclusive includes 60 in. [1500 mm], but does not include 72 in. [1800 mm].",3,63,"[31.432, 48.873047851562546, 282.906, 114.90304785156252]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,,,False,,,text
3808,5,86,"3.1.6 rimmed steelsteel containing sufficient oxygen to give a continuous evolution of carbon monoxide during soldification, resulting in a case or rim of metal virtually free of voids.",3,63,"[300.838, 678.1990478515625, 552.318, 721.2790478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,,,False,,,text
3809,5,87,3.1.7 semi-killed steelincompletely deoxidized steel containing sufficient oxygen to form enough carbon monoxide during solidification to offset solidification shrinkage.,3,63,"[300.838, 640.4840478515625, 552.307, 672.0890478515626]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,,,False,,,text
3810,5,88,3.1.8 capped steelrimmed steel in which the rimming action is limited by an early capping operation. Capping is carried out mechanically by using a heavy metal cap on a bottle-top mold or chemically by an addition of aluminum or ferrosilicon to the top of the molten steel in an open-top mold.,3,63,"[300.838, 579.8190478515625, 552.312, 634.3740478515625]",system,2025-08-14 01:29:52.225517,system,2025-08-14 01:29:52.225517,list_item,False,3 Terminology,3.1 Definitions of Terms Specific to This Standard,,,False,,,text
