chunk_id,file_id,sort_id,content,page,total_page,coordinates,reg_id,reg_date,upd_id,upd_date,section,subsection,subsubsection,subsubsubsection,is_section_title,footnote_id,table_group_id,content_type
927,2,25,"Generally, API standards are reviewed and revised, reaffirmed, or withdrawn at least every five years. A one-time extension of up to two years may be added to this review cycle. Status of the publication can be ascertained from the API Standards Department, telephone (202) 682-8000. A catalog of API publications and materials is published annually and updated quarterly by API, 1220 L Street, NW, Washington, D.C. 20005.",3,27,"[[0.0875, 0.5149], [0.884, 0.5149], [0.884, 0.5699], [0.0875, 0.5699]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,,,,,False,,,text
928,2,26,"Suggested revisions are invited and should be submitted to the Standards Department, API, 1220 L Street, NW, Washington, DC 20005, standards@api.org.",3,27,"[[0.0873, 0.5812], [0.8824, 0.5812], [0.8824, 0.6095], [0.0873, 0.6095]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,,,,,False,,,text
932,2,30,Contents,5,27,"[[0.1077, 0.1562], [0.1928, 0.1562], [0.1928, 0.1718], [0.1077, 0.1718]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,,,,,False,,,text
933,2,31,Page,5,27,"[[0.8639, 0.189], [0.8999, 0.189], [0.8999, 0.2029], [0.8639, 0.2029]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,,,,,False,,,text
934,2,32,"1 Scope 1 1.1 Coverage 1 1.2 Application of the API Monogram 1 2 Normative References 1 3 Abbreviations 1 4 Manufacturing ■ 2 4.1 Steelmaking Practice 2 4.2 Rolling - 2 4.3 Post-manufacturing Heating 2 4.4 Preproduction Qualification · 3 4.5 General Requirements for Delivery 3 5 Chemical Requirements 3 6 Mechanical Requirements 4 6.1 Tensile 4 6.2 Through-Thickness · ■ 5 7 Notch Toughness Requirements ■ 5 7.1 Notch Impact Testing · 5 7.2 Notch Impact Retesting 5 7.3 Notch Toughness Supplements 6 7.4 Alternative Toughness Tests 6 8 Marking 6 Annex A (informative) API Monogram Program-Use of the API Monogram by Licensees 7 Annex B (informative) Description of Thermo-mechanically Controlled Processing (TMCP) 11 Annex C (informative) Supplementary Requirements · · 12 Annex D (informative) Suggestions for Ordering API 2W Steel Plate 18 Bibliography 19 Figures B.1 Schematic Diagrams of Conventional and TMCP of Steel Plates · 11 Tables 1 Chemical Requirements (Heat Analysis, %). 3 2 Carbon Equivalent or Composition Parameter Maximums 4 3 Tensile Requirements 4 4 Notch Toughness Requirements, Charpy V-Notch Testing 5 C.1 Notch Toughness Requirements at Lower Temperatures for Charpy V-Notch Impact Testing 12 D.1 Purchase Order Information. 18 D.2 Supplementary Requirements 18",5,27,"[[0.0965, 0.1937], [0.9104, 0.1937], [0.9104, 0.7934], [0.0965, 0.7934]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,,,,,False,,,text
938,2,36,Steel Plates Produced by Thermo-Mechanically Controlled Processing for Offshore Structures,7,27,"[[0.1534, 0.1318], [0.8334, 0.1318], [0.8334, 0.1699], [0.1534, 0.1699]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,,,,,False,,,text
939,2,37,# 1 Scope,7,27,"[[0.1246, 0.2063], [0.2189, 0.2063], [0.2189, 0.2219], [0.1246, 0.2219]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,1 Scope,,,,False,,,section
940,2,38,1.1 Coverage,7,27,"[[0.1258, 0.2345], [0.2516, 0.2345], [0.2516, 0.25], [0.1258, 0.25]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,1 Scope,1.1 Coverage,,,False,,,subsection
941,2,39,This specification covers four grades of steel plates that are to be produced by thermo-mechanically controlled processing (TMCP) for use in welded construction of offshore structures.,7,27,"[[0.1244, 0.2614], [0.8653, 0.2614], [0.8653, 0.289], [0.1244, 0.289]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,1 Scope,1.1 Coverage,,,False,,,text
942,2,40,1.2 Application of the API Monogram,7,27,"[[0.1244, 0.3], [0.447, 0.3], [0.447, 0.3167], [0.1244, 0.3167]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,1 Scope,1.2 Application of the API Monogram,,,False,,,subsection
943,2,41,"If the product is manufactured at a facility licensed by API and is intended to be supplied bearing the API Monogram, the requirements of Annex A apply.",7,27,"[[0.1257, 0.3274], [0.8654, 0.3274], [0.8654, 0.3557], [0.1257, 0.3557]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,1 Scope,1.2 Application of the API Monogram,,,False,,,text
944,2,42,2 Normative References,7,27,"[[0.1242, 0.3729], [0.3609, 0.3729], [0.3609, 0.3893], [0.1242, 0.3893]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,2 Normative References,,,,False,,,section
945,2,43,"The following referenced documents are indispensable for the application of this document. For dated references, only the edition cited applies. For undated references, the latest edition of the referenced document (including any addenda or errata) applies.",7,27,"[[0.1242, 0.4014], [0.8663, 0.4014], [0.8663, 0.4412], [0.1242, 0.4412]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,2 Normative References,,,,False,,,text
946,2,44,"API Recommended Practice 2Z, Preproduction Qualification for Steel Plates for Offshore Structures",7,27,"[[0.1245, 0.4529], [0.8243, 0.4529], [0.8243, 0.467], [0.1245, 0.467]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,2 Normative References,,,,False,,,text
948,2,46,"ASTM A370, Standard Test Methods and Definitions for Mechanical Testing of Steel Products",7,27,"[[0.1247, 0.5172], [0.7631, 0.5172], [0.7631, 0.5325], [0.1247, 0.5325]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,2 Normative References,,,,False,,,text
950,2,48,"ASTM A673, Standard Terminology Relating to Surface Analysis",7,27,"[[0.1253, 0.5826], [0.5822, 0.5826], [0.5822, 0.5971], [0.1253, 0.5971]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,2 Normative References,,,,False,,,text
951,2,49,"ASTM E10, Standard Test Method for Brinell Hardness of Metallic Materials",7,27,"[[0.1253, 0.6081], [0.6587, 0.6081], [0.6587, 0.6227], [0.1253, 0.6227]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,2 Normative References,,,,False,,,text
952,2,50,"ASTM E23, Standard Test Methods for Notched Bar Impact Testing of Metallic Materials",7,27,"[[0.1259, 0.6341], [0.7465, 0.6341], [0.7465, 0.6487], [0.1259, 0.6487]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,2 Normative References,,,,False,,,text
953,2,51,"ASTM E208, Standard Test Method for Conducting Drop-Weight Test to Determine Nil-Ductility Transition Temperature of Ferritic Steels",7,27,"[[0.1267, 0.6603], [0.8682, 0.6603], [0.8682, 0.6881], [0.1267, 0.6881]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,2 Normative References,,,,False,,,text
954,2,52,# 3 Abbreviations,7,27,"[[0.1259, 0.7056], [0.2885, 0.7056], [0.2885, 0.7215], [0.1259, 0.7215]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,3 Abbreviations,,,,False,,,section
955,2,53,| ACC | accelerated cooling | | - | - | | CP | conventional preheat | | CR | controlled rolling | ,7,27,"[[0.1259, 0.7338], [0.3445, 0.7338], [0.3445, 0.8053], [0.1259, 0.8053]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,3 Abbreviations,,,,False,,,text
960,2,58,CTOD crack tip opening displacement,8,27,"[[0.1276, 0.1342], [0.4073, 0.1342], [0.4073, 0.1499], [0.1276, 0.1499]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,3 Abbreviations,,,,False,,,text
962,2,60,controlled thermal severity,8,27,"[[0.1499, 0.1605], [0.3723, 0.1605], [0.3723, 0.1756], [0.1499, 0.1756]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,3 Abbreviations,,,,False,,,text
964,2,62,modified preheat,8,27,"[[0.184, 0.1878], [0.3075, 0.1878], [0.3075, 0.2009], [0.184, 0.2009]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,3 Abbreviations,,,,False,,,text
965,2,63,# SMYS specified minimum yield strength,8,27,"[[0.1296, 0.213], [0.4167, 0.213], [0.4167, 0.2275], [0.1296, 0.2275]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,3 Abbreviations,,,,False,,,text
966,2,64,supplementary requirement,8,27,"[[0.1559, 0.2389], [0.3806, 0.2389], [0.3806, 0.2538], [0.1559, 0.2538]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,supplementary requirement,,,,False,,,section
968,2,66,TMCP thermo-mechanically controlled processing,8,27,"[[0.1277, 0.2652], [0.4871, 0.2652], [0.4871, 0.2803], [0.1277, 0.2803]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,supplementary requirement,,,,False,,,text
969,2,67,# TMR thermo-mechanical rolling,8,27,"[[0.1292, 0.2911], [0.3698, 0.2911], [0.3698, 0.3058], [0.1292, 0.3058]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,supplementary requirement,,,,False,,,text
970,2,68,# 4 Manufacturing,8,27,"[[0.1284, 0.3183], [0.2959, 0.3183], [0.2959, 0.3337], [0.1284, 0.3337]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,,,,False,,,section
971,2,69,# 4.1 Steelmaking Practice,8,27,"[[0.1277, 0.3419], [0.3508, 0.3419], [0.3508, 0.3581], [0.1277, 0.3581]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,4.1 Steelmaking Practice,,,False,,,subsection
972,2,70,The steel shall be made by the basic oxygen or electric furnace process.,8,27,"[[0.1282, 0.3688], [0.6351, 0.3688], [0.6351, 0.3843], [0.1282, 0.3843]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,4.1 Steelmaking Practice,,,False,,,text
973,2,71,# 4.2 Rolling,8,27,"[[0.1282, 0.3946], [0.2364, 0.3946], [0.2364, 0.4112], [0.1282, 0.4112]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,4.2 Rolling,,,False,,,subsection
974,2,72,4.2.1 The plates shall be produced by TMCP. A general description of the TMCP method is given in Annex B.,8,27,"[[0.1275, 0.4216], [0.8681, 0.4216], [0.8681, 0.4496], [0.1275, 0.4496]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,4.2 Rolling,,,False,,,text
975,2,73,4.2.2 One of the following processes used to manufacture the plate shall be identified on the mill certificates:,8,27,"[[0.1276, 0.4603], [0.8693, 0.4603], [0.8693, 0.4887], [0.1276, 0.4887]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,4.2 Rolling,4.2.2 One of the following processes used to manufacture the plate shall be identified on the mill certificates,,False,,,subsubsection
976,2,74,- a) thermo-mechanical rolling (TMR) alone (but may also include CR); ,8,27,"[[0.13, 0.5001], [0.6247, 0.5001], [0.6247, 0.5141], [0.13, 0.5141]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,4.2 Rolling,4.2.2 One of the following processes used to manufacture the plate shall be identified on the mill certificates,,False,,,text
977,2,75,- b) TMR combined with accelerated cooling (ACC); ,8,27,"[[0.1299, 0.5265], [0.4968, 0.5265], [0.4968, 0.5407], [0.1299, 0.5407]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,4.2 Rolling,4.2.2 One of the following processes used to manufacture the plate shall be identified on the mill certificates,,False,,,text
978,2,76,- c) TMR combined with tempering or aging; or ,8,27,"[[0.1311, 0.5526], [0.462, 0.5526], [0.462, 0.5669], [0.1311, 0.5669]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,4.2 Rolling,4.2.2 One of the following processes used to manufacture the plate shall be identified on the mill certificates,,False,,,text
979,2,77,- d) TMR combined with both ACC and tempering or aging. ,8,27,"[[0.1308, 0.5783], [0.546, 0.5783], [0.546, 0.5933], [0.1308, 0.5933]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,4.2 Rolling,4.2.2 One of the following processes used to manufacture the plate shall be identified on the mill certificates,,False,,,text
980,2,78,"The manufacturer's process shall be identified with a code number or designation for ready reference, sufficient to provide traceability of process variables; it is not the intent to require the disclosure of confidential information.",8,27,"[[0.1293, 0.6043], [0.8698, 0.6043], [0.8698, 0.6442], [0.1293, 0.6442]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,4.2 Rolling,4.2.2 One of the following processes used to manufacture the plate shall be identified on the mill certificates,,False,,,text
981,2,79,"When SR 9 is required, the addition or deletion of tempering or aging shall be considered a major essential variable (reference API 2Z table on Tolerances for Minor and Major Changes in Melting, Casing, and Processing Variables Other Than Chemistry). If SR 9 is not required, addition or deletion of tempering or aging shall be at the discretion of the manufacturer. When tempering or aging is performed, the tempering or aging temperature shall be included on the mill certificates.",8,27,"[[0.1287, 0.656], [0.8706, 0.656], [0.8706, 0.7218], [0.1287, 0.7218]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,4.2 Rolling,4.2.2 One of the following processes used to manufacture the plate shall be identified on the mill certificates,,False,,,text
982,2,80,# 4.3 Post-manufacturing Heating,8,27,"[[0.1292, 0.7336], [0.4091, 0.7336], [0.4091, 0.7491], [0.1292, 0.7491]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,4.3 Post-manufacturing Heating,,,False,,,subsection
983,2,81,Plates manufactured to this specification shall not be warm formed or post-weld heat treated at temperatures:,8,27,"[[0.1304, 0.7601], [0.8707, 0.7601], [0.8707, 0.7877], [0.1304, 0.7877]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,4.3 Post-manufacturing Heating,,,False,,,text
984,2,82,- a) above 1100 °F (595 °C); or ,8,27,"[[0.1311, 0.7993], [0.3553, 0.7993], [0.3553, 0.8139], [0.1311, 0.8139]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,4.3 Post-manufacturing Heating,,,False,,,text
985,2,83,- b) more than 50 °F (38 °C) below the original manufacturing tempering or aging temperature (if - applicable) due to risk of sustaining irreversible and significant losses in strength and toughness. ,8,27,"[[0.1294, 0.8251], [0.8729, 0.8251], [0.8729, 0.8528], [0.1294, 0.8528]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,4.3 Post-manufacturing Heating,,,False,,,text
987,2,85,STEEL PLATES PRODUCED BY THERMO-MECHANICALLY CONTROLLED PROCESSING FOR OFFSHORE STRUCTURES,9,27,"[[0.2155, 0.0912], [0.8585, 0.0912], [0.8585, 0.1043], [0.2155, 0.1043]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,4.3 Post-manufacturing Heating,,,False,,,text
989,2,87,Post-weld heat treatment or warm-forming temperatures between 400 °F (205 °C) and either of the above shall require testing to SR 7 in Annex C. Verification or simulation is not necessary for heating at temperatures below 400 °F (205 °C).,9,27,"[[0.1249, 0.1321], [0.8668, 0.1321], [0.8668, 0.1727], [0.1249, 0.1727]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,4.3 Post-manufacturing Heating,,,False,,,text
990,2,88,4.4 Preproduction Qualification,9,27,"[[0.1237, 0.1833], [0.4016, 0.1833], [0.4016, 0.199], [0.1237, 0.199]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,4.4 Preproduction Qualification,,,False,,,subsection
991,2,89,"The SR 9 supplement in Annex C shall require testing in accordance with the plate preproduction qualification requirements of API 2Z. These tests evaluate HAZ hydrogen cracking resistance and CTOD HAZ toughness that may be desirable for demonstrating superior service performance. The SR 9 supplement shall require contractual specification prior to steel production. For Grades 50 and 60, SR 9 is optional. For Grades 70 and 80, SR 9 shall be required.",9,27,"[[0.1246, 0.2106], [0.8658, 0.2106], [0.8658, 0.2758], [0.1246, 0.2758]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,4.4 Preproduction Qualification,,,False,,,text
992,2,90,4.5 General Requirements for Delivery,9,27,"[[0.1242, 0.2878], [0.4579, 0.2878], [0.4579, 0.3033], [0.1242, 0.3033]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,4 Manufacturing,4.5 General Requirements for Delivery,,,False,,,subsection
994,2,92,# 5 Chemical Requirements,9,27,"[[0.1258, 0.3542], [0.3765, 0.3542], [0.3765, 0.3701], [0.1258, 0.3701]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,5 Chemical Requirements,,,,False,,,section
995,2,93,"5.1 The steels shall conform to the requirements for chemical composition, as determined by heat analysis, prescribed in Table 1 and to the requirements of 5.2 through 5.5. All elements intentionally added, and any element listed in 5.2 or Table 1, shall be included in the heat analysis for the steel.",9,27,"[[0.1226, 0.3788], [0.8673, 0.3788], [0.8673, 0.4191], [0.1226, 0.4191]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,5 Chemical Requirements,,,,False,,,text
996,2,94,"Table 1-Chemical Requirements (Heat Analysis, %)",9,27,"[[0.298, 0.4303], [0.6933, 0.4303], [0.6933, 0.4449], [0.298, 0.4449]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,5 Chemical Requirements,,,,False,,TABLE_1,table
997,2,95,"| Element | Grades 50 | Grade 60 | Grades 70 | Grade 80 | | - | - | - | - | - | | Carbon, max | 0.12 | 0.12 | 0.10 | 0.10 | | Manganese | 1.15-1.60 a | 1.15-1.60 a | 2.0 max | 2.0 max | | Phosphorus, max | 0.020 | 0.020 | 0.020 | 0.020 | | Sulfur, max | 0.010 | 0.010 | 0.010 | 0.010 | | Silicon | 0.05-0.50 b | 0.05-0.50 b | 0.50 max | 0.50 max | | Nickel, max | 0.75 | 1.0 | 1.50 | 1.50 | | Chromium, max | 0.25 | 0.25 | 0.60 | 0.60 | | Molybdenum, max | 0.08 C | 0.15 C | 0.50 | 0.50 | | Copper, max | 0.5 | 0.5 | 0.70 | 1.1 | | Titanium |  |  |  |  | | N ≤ 0.005 | 0.003-0.02 | 0.003-0.02 | 0.003-0.02 | 0.003-0.02 | | N > 0.005 | 0.007-0.02 | 0.007-0.02 | 0.007-0.02 | 0.007-0.02 | | Columbium (Niobium), max | 0.04 | 0.04 | 0.050 | 0.050 | | Nitrogen, max | 0.009 d | 0.009 d | 0.009 | 0.009 | | Boron, max | 0.0005 | 0.0005 | 0.0005 | 0.0005 | | Aluminum e |  |  |  |  | | Acid soluble or | 0.015-0.055 | 0.015-0.055 | 0.015-0.055 | 0.015-0.055 | | total | 0.02-0.06 | 0.02-0.06 | 0.02-0.06 | 0.02-0.06 | ",9,27,"[[0.1381, 0.4499], [0.8571, 0.4499], [0.8571, 0.7523], [0.1381, 0.7523]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,5 Chemical Requirements,,,,False,,,text
999,2,97,"With the API 2Z preproduction qualification report, the max Mn value can be increased up to 2.00 %.",9,27,"[[0.1466, 0.7556], [0.7123, 0.7556], [0.7123, 0.7683], [0.1466, 0.7683]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,5 Chemical Requirements,,,,False,,,text
1000,2,98,b Silicon may be less than 0.05% if included in the SR 9 preproduction qualification.,9,27,"[[0.1406, 0.7696], [0.6093, 0.7696], [0.6093, 0.7823], [0.1406, 0.7823]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,5 Chemical Requirements,,,,False,,,text
1001,2,99,"C For Grades 50 and 60, when Pom ≤ Table 2 and C is ≤ 0.10 %, with the API 2Z preproduction qualification report, the max",9,27,"[[0.1406, 0.7835], [0.8528, 0.7835], [0.8528, 0.7967], [0.1406, 0.7967]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,5 Chemical Requirements,,,,False,C,TABLE_1,table_footnote
1002,2,100,Mo value can be 0.21 %.,9,27,"[[0.1516, 0.7946], [0.2949, 0.7946], [0.2949, 0.8054], [0.1516, 0.8054]]",system,2025-07-14 13:43:36.686056,system,2025-07-14 13:43:36.686056,5 Chemical Requirements,,,,False,,,text
