chunk_id,file_id,sort_id,content,page,total_page,coordinates,reg_id,reg_date,upd_id,upd_date,label,enumerated,section,subsection,subsubsection,subsubsubsection,is_section_title,footnote_id,table_group_id,content_type
3611,6,24,3.1 The inquiry and order shall indicate the following:,1,5,"[310.315, 431.5650478515625, 535.042, 440.2210478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,3 Ordering Information,3.1 The inquiry and order shall indicate the following,,,False,,,subsection
3612,6,25,"3.1.1 Acceptance level requirements (Sections 7, 8, and 9). Acceptance Level B shall apply unless otherwise agreed to by purchaser and manufacturer.",1,5,"[300.834, 397.1410478515625, 552.293, 428.7470478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,3 Ordering Information,3.1 The inquiry and order shall indicate the following,,,False,,,text
3613,6,26,"3.1.2 Any additions to the provisions of this specification as prescribed in 5.2, 13.1, and Section 10.",1,5,"[300.834, 374.1920478515625, 552.318, 394.3220478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,3 Ordering Information,3.1 The inquiry and order shall indicate the following,,,False,,,text
3614,6,27,"3.1.3 Supplementary requirements, if any.",1,5,"[310.314, 362.7170478515625, 482.583, 371.3730478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,3 Ordering Information,3.1 The inquiry and order shall indicate the following,,,False,,,text
3615,6,28,4. Apparatus,1,5,"[300.835, 341.9440478515625, 358.767, 350.6670478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,4 Apparatus,,,,False,,,section
3616,6,29,"4.1 The amplitude linearity shall be checked by positioning the transducer over the depth resolution notch in the IIW or similar block so that the signal from the notch is approximately 30 % of the screen height, and the signal from one of the back surfaces is approximately 60 % of the screen height (two times the height of the signal from the notch). A curve is then plotted showing the deviations from the above established 2:1 ratio that occurs as the amplitude of the signal from the notch is raised in increments of one scale division until the back reflection signal reaches full scale, and then is lowered in increments of one scale division until the notch signal reaches one scale division. At each increment the ratio of the two signals is determined. The ratios are plotted on the graph at the position corresponding to the larger signal. Between the limits of 20 and 80 % of the screen height, the ratio shall be within 10 % of 2:1. Instrument settings used during inspection shall not cause variation outside the 10 % limits established above.",1,5,"[300.835, 142.81004785156256, 552.322, 335.0610478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,text,False,4 Apparatus,,,,False,,,text
3623,6,36,4.2 The transducer shall be 1 or 1 1 /8 in. [25 or 30 mm] in diameter or 1 in. [25 mm] square.,2,5,"[31.43, 701.1460478515625, 282.862, 721.2760478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,4 Apparatus,,,,False,,,text
3624,6,37,4.3 Other search units may be used for evaluating and pinpointing indications.,2,5,"[31.43, 674.6020478515625, 282.881, 694.7330478515624]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,4 Apparatus,,,,False,,,text
3625,6,38,NOTE 1-Indications occurring midway between the initial pulse and the first back reflection may cause a second reflection at the location of the first back reflection. When this condition is observed it shall be investigated additionally by use of multiple back reflections.,2,5,"[300.835, 685.4900478515625, 552.313, 721.2830478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,text,False,4 Apparatus,,,,False,,,text
3626,6,39,5. Procedure,2,5,"[31.43, 657.2020478515625, 87.877, 665.9250478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,5 Procedure,,,,False,,,section
3627,6,40,5.1 Perform the inspection in an area free of operations that interfere with proper performance of the test.,2,5,"[31.43, 630.5860478515625, 282.891, 650.7170478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,5 Procedure,,,,False,,,text
3628,6,41,"5.2 Unless otherwise specified, make the ultrasonic examination on either major surface of the plate.",2,5,"[31.43, 604.0430478515625, 282.903, 624.1730478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,5 Procedure,,,,False,,,text
3629,6,42,5.3 The plate surface shall be sufficiently clean and smooth to maintain a first reflection from the opposite side of the plate at least 50 % of full scale during scanning. This may involve suitable means of scale removal at the manufacturer's option. Condition local rough surfaces by grinding. Restore any specified identification which is removed when grinding to achieve proper surface smoothness.,2,5,"[31.43, 520.1260478515625, 282.906, 597.6300478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,5 Procedure,,,,False,,,text
3630,6,43,"5.4 Perform the test by one of the following methods: direct contact, immersion, or liquid column coupling. Use a suitable couplant such as water, soluble oil, or glycerin. As a result of the test by this method, the surface of plates may be expected to have a residue of oil or rust or both.",2,5,"[31.43, 459.1580478515625, 282.908, 513.7130478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,5 Procedure,5.4 Perform the test by one of the following methods,,,False,,,subsection
3631,6,44,"5.5 Anominal test frequency of 2 1 /4 MHz is recommended. When testing plates less than 3 /4 in. [20 mm] thick a frequency of 5 MHz may be necessary. Thickness, grain size or microstructure of the material and nature of the equipment or method may require a higher or lower test frequency. Use the transducers at their rated frequency. A clean, easily interpreted trace pattern should be produced during the examination.",2,5,"[31.43, 375.2400478515625, 282.903, 452.7450478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,5 Procedure,,,,False,,,text
3632,6,45,5.6 Scanning:,2,5,"[40.909, 360.1720478515625, 98.83, 368.8280478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,5 Procedure,5.6 Scanning,,,False,,,subsection
3633,6,46,"5.6.1 Scanning shall be along continuous perpendicular grid lines on nominal 9-in. [225-mm] centers, or at the option of the manufacturer, shall be along continuous parallel paths, transverse to the major plate axis, on nominal 4-in. [100-mm] centers, or shall be along continuous parallel paths parallel to the major plate axis, on 3-in. [75-mm] or smaller centers. Measure the lines from the center or one corner of the plate with an additional path within 2 in. [50 mm] of all edges of the plate on the searching surface.",2,5,"[31.43, 256.8990478515625, 282.904, 357.3530478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,5 Procedure,5.6 Scanning,,,False,,,text
3634,6,47,5.6.2 Conduct the general scanning with an instrument adjustment that will produce a first reflection from the opposite side of a sound area of the plate from 50 to 90 % of full scale. Minor sensitivity adjustments may be made to accommodate for surface roughness.,2,5,"[31.43, 199.52604785156245, 282.903, 254.08104785156252]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,text,False,5 Procedure,5.6 Scanning,,,False,,,text
3635,6,48,5.6.3 When a discontinuity condition is observed during general scanning adjust the instrument to produce a first reflection from the opposite side of a sound area of the plate of 75 6 5 % of full scale. Maintain this instrument setting during evaluation of the discontinuity condition.,2,5,"[31.43, 142.15204785156243, 282.905, 196.7070478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,5 Procedure,5.6 Scanning,,,False,,,text
3636,6,49,6. Recording,2,5,"[31.43, 124.75204785156245, 88.245, 133.4760478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,6 Recording,,,,False,,,section
3637,6,50,6.1 Record all discontinuities causing complete loss of back reflection.,2,5,"[31.43, 98.13604785156247, 282.911, 118.26704785156244]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,6 Recording,,,,False,,,text
3638,6,51,"6.2 For plates 3 /4 in. [20 mm] thick and over, record all indications with amplitudes equal to or greater than 50 % of the initial back reflection and accompanied by a 50 % loss of back reflection.",2,5,"[31.43, 48.74304785156255, 282.895, 91.84004785156253]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,6 Recording,,,,False,,,text
3639,6,52,"6.3 Where grid scanning is performed and recordable conditions as in 6.1 and 6.2 are detected along a given grid line, the entire surface area of the squares adjacent to this indication shall be scanned. Where parallel path scanning is performed and recordable conditions as in 6.1 and 6.2 are detected, the entire surface area of a 9 by 9-in. [225 by 225-mm] square centered on this indication shall be scanned. The true boundaries where these conditions exist shall be established in either method by the following technique: Move the transducer away from the center of the discontinuity until the height of the back reflection and discontinuity indications are equal. Mark the plate at a point equivalent to the center of the transducer. Repeat the operation to establish the boundary.",2,5,"[300.834, 531.4290478515625, 552.31, 677.7820478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,6 Recording,,,,False,,,text
3640,6,53,7. Acceptance Standard-Level A,2,5,"[300.834, 508.0760478515625, 448.548, 516.8000478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,7 Acceptance Standard-Level A,,,,False,,,section
3641,6,54,"7.1 Any area where one or more discontinuities produce a continuous total loss of back reflection accompanied by continuous indications on the same plane (within 5 % of plate thickness) that cannot be encompassed within a circle whose diameter is 3 in. [75 mm] or 1 /2 of the plate thickness, whichever is greater, is unacceptable.",2,5,"[300.834, 433.5780478515625, 552.305, 499.6070478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,7 Acceptance Standard-Level A,,,,False,,,text
3642,6,55,8. Acceptance Standards-Level B,2,5,"[300.835, 410.2250478515625, 452.429, 418.9480478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,8 Acceptance Standards-Level B,,,,False,,,section
3643,6,56,"8.1 Any area where one or more discontinuities produce a continuous total loss of back reflection accompanied by continuous indications on the same plane (within 5 % of plate thickness) that cannot be encompassed within a circle whose diameter is 3 in. [75 mm] or 1 /2 of the plate thickness, whichever is greater, is unacceptable.",2,5,"[300.835, 335.7260478515625, 552.306, 401.7550478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,8 Acceptance Standards-Level B,,,,False,,,text
3644,6,57,"8.2 In addition, two or more discontinuities smaller than described in 8.1 shall be unacceptable unless separated by a minimum distance equal to the greatest diameter of the larger discontinuity or unless they may be collectively encompassed by the circle described in 8.1.",2,5,"[300.835, 272.7740478515625, 552.31, 327.3280478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,8 Acceptance Standards-Level B,,,,False,,,text
3645,6,58,9. Acceptance Standard-Level C,2,5,"[300.835, 249.42104785156243, 449.096, 258.1440478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,9 Acceptance Standard-Level C,,,,False,,,section
3646,6,59,9.1 Any area where one or more discontinuities produce a continuous total loss of back reflection accompanied by continuous indications on the same plane (within 5 % of plate thickness) that cannot be encompassed within a 1-in. [25-mm] diameter circle is unacceptable.,2,5,"[300.835, 186.2980478515625, 552.299, 240.85304785156245]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,9 Acceptance Standard-Level C,,,,False,,,text
3647,6,60,10. Report,2,5,"[300.835, 162.94504785156255, 348.221, 171.6680478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,10 Report,,,,False,,,section
3648,6,61,"10.1 Unless otherwise agreed to by the purchaser and the manufacturer, the manufacturer shall report the following data:",2,5,"[300.835, 134.2450478515625, 552.302, 154.37604785156248]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,text,False,10 Report,"10.1 Unless otherwise agreed to by the purchaser and the manufacturer, the manufacturer shall report the following data",,,False,,,subsection
3649,6,62,10.1.1 All recordable indications listed in Section 6 on a sketch of the plate with sufficient data to relate the geometry and identity of the sketch to those of the plate.,2,5,"[300.834, 98.13404785156251, 552.302, 129.7400478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,10 Report,"10.1 Unless otherwise agreed to by the purchaser and the manufacturer, the manufacturer shall report the following data",,,False,,,text
3650,6,63,"10.1.2 Test parameters including: Make and model of instrument, test frequency, surface condition, transducer (type and frequency), and couplant.",2,5,"[300.834, 62.0240478515625, 552.296, 93.62904785156252]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,list_item,False,10 Report,"10.1 Unless otherwise agreed to by the purchaser and the manufacturer, the manufacturer shall report the following data",10.1.2 Test parameters including,,False,,,subsubsection
3651,6,64,10.1.3 Date of test.,2,5,"[310.314, 48.86304785156244, 390.395, 57.519047851562505]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,text,False,10 Report,"10.1 Unless otherwise agreed to by the purchaser and the manufacturer, the manufacturer shall report the following data",,,False,,,text
3655,6,68,11. Inspection,3,5,"[31.431, 712.6930478515625, 92.697, 721.4160478515626]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,11 Inspection,,,,False,,,section
3656,6,69,"11.1 The inspector representing the purchaser shall have access at all times, while work on the contract of the purchaser is being performed, to all parts of the manufacturer's works that concern the ultrasonic testing of the material ordered. The manufacturer shall afford the inspector all reasonable facilities to satisfy him that the material is being furnished in accordance with this specification. All tests and inspections shall be made at the place of manufacture prior to shipment, unless otherwise specified, and shall be conducted without interfering unnecessarily with the manufacturer's operations.",3,5,"[31.431, 593.8820478515624, 282.93, 705.8100478515624]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,text,False,11 Inspection,,,,False,,,text
3657,6,70,12. Rehearing,3,5,"[31.431, 574.9930478515626, 93.235, 583.7170478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,12 Rehearing,,,,False,,,section
3658,6,71,12.1 The manufacturer reserves the right to discuss rejectable ultrasonically tested plate with the purchaser with the object of possible repair of the ultrasonically indicated defect before rejection of the plate.,3,5,"[31.431, 547.9800478515625, 282.912, 568.1110478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,text,False,12 Rehearing,,,,False,,,text
3659,6,72,13. Marking,3,5,"[300.837, 676.9980478515625, 355.995, 685.7220478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,13 Marking,,,,False,,,section
3661,6,74,14. Keywords,3,5,"[300.837, 587.8420478515625, 361.533, 596.5650478515626]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,14 Keywords,,,,False,,,section
3662,6,75,14.1 nondestructive testing; pressure containing parts; pressure vessel steels; steel plate for pressure vessel applications; steel plates; ultrasonic examinations,3,5,"[300.837, 548.1630478515625, 552.338, 580.5630478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,text,False,14 Keywords,14.1 nondestructive testing,,,False,,,subsection
3663,6,76,SUPPLEMENTARY REQUIREMENTS,3,5,"[205.017, 515.9590478515624, 378.735, 524.6830478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,SUPPLEMENTARY REQUIREMENTS,,,,False,,,section
3664,6,77,"These supplementary requirements shall apply only when individually specified by the purchaser. When details of these requirements are not covered herein, they are subject to agreement between the manufacturer and the purchaser.",3,5,"[88.305, 469.4890478515625, 495.451, 501.0950478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,text,False,SUPPLEMENTARY REQUIREMENTS,,,,False,,,text
3665,6,78,S1. Scanning,3,5,"[31.431, 438.8790478515625, 88.824, 447.6030478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,SUPPLEMENTARY REQUIREMENTS,S1 Scanning,,,False,,,subsection
3666,6,79,S6. Withdrawn,3,5,"[300.837, 438.8840478515625, 368.019, 447.6070478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,SUPPLEMENTARY REQUIREMENTS,S6 Withdrawn,,,False,,,subsection
3667,6,80,"S1.1 Scanning shall be continuous over 100 % of the plate surface along parallel paths, transverse or parallel to the major plate axis, with not less than 10 % overlap between each path.",3,5,"[31.431, 398.1110478515625, 282.898, 429.9140478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,text,False,SUPPLEMENTARY REQUIREMENTS,S6 Withdrawn,,,False,,,text
3668,6,81,S2. Acceptance Standard,3,5,"[31.431, 374.6580478515625, 141.457, 383.38104785156247]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,SUPPLEMENTARY REQUIREMENTS,S2 Acceptance Standard,,,False,,,subsection
3669,6,82,"S2.1 Any recordable condition listed in Section 6 that ( 1 ) is continuous, ( 2 ) is on the same plane (within 5 % of the plate thickness), and ( 3 ) cannot be encompassed by a 3-in. [75-mm] diameter circle, is unacceptable. Two or more recordable conditions (see Section 5), that ( 1 ) are on the same plane (within 5 % of plate thickness), ( 2 ) individually can be encompassed by a 3-in. [75-mm] diameter circle, ( 3 ) are separated from each other by a distance less than the greatest dimension of the smaller indication, and ( 4 ) collectively cannot be encompassed by a 3-in. [75-mm] diameter circle, are unacceptable.",3,5,"[31.43, 242.39204785156244, 282.907, 365.7950478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,text,False,SUPPLEMENTARY REQUIREMENTS,S2 Acceptance Standard,,,False,,,text
3670,6,83,S2.2 An acceptance level more restrictive than Section 7 or 8 shall be used by agreement between the manufacturer and purchaser.,3,5,"[31.431, 205.98404785156254, 282.884, 237.58904785156255]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,text,False,SUPPLEMENTARY REQUIREMENTS,S2 Acceptance Standard,S2.2 An acceptance level more restrictive than Section 7 or 8 shall be used by agreement between the manufacturer and purchaser,,False,,,subsubsection
3671,6,84,S3. Procedure,3,5,"[31.431, 182.63104785156247, 93.426, 191.35404785156254]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,SUPPLEMENTARY REQUIREMENTS,S3 Procedure,,,False,,,subsection
3672,6,85,S3.1 The manufacturer shall provide a written procedure in accordance with this specification.,3,5,"[31.431, 153.6340478515625, 282.889, 173.7640478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,text,False,SUPPLEMENTARY REQUIREMENTS,S3 Procedure,S3.1 The manufacturer shall provide a written procedure in accordance with this specification,,False,,,subsubsection
3673,6,86,S4. Certification,3,5,"[31.431, 130.28104785156256, 103.213, 139.00404785156252]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,SUPPLEMENTARY REQUIREMENTS,S4 Certification,,,False,,,subsection
3674,6,87,S4.1 The manufacturer shall provide a written certification of the ultrasonic test operator's qualifications.,3,5,"[31.431, 101.28304785156251, 282.899, 121.41404785156249]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,text,False,SUPPLEMENTARY REQUIREMENTS,S4 Certification,S4.1 The manufacturer shall provide a written certification of the ultrasonic test operator's qualifications,,False,,,subsubsection
3675,6,88,S5. Surface Finish,3,5,"[31.431, 77.93004785156245, 112.092, 86.65304785156252]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,SUPPLEMENTARY REQUIREMENTS,S5 Surface Finish,,,False,,,subsection
3676,6,89,S5.1 The surface finish of the plate shall be conditioned to a maximum 125 µin. [3 µm] AA (see ANSI B 46.1) prior to test.,3,5,"[31.431, 48.932047851562515, 282.882, 69.06304785156249]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,text,False,SUPPLEMENTARY REQUIREMENTS,S5 Surface Finish,S5.1 The surface finish of the plate shall be conditioned to a maximum 125 µin. [3 µm] AA (see ANSI B 46.1) prior to test,,False,,,subsubsection
3677,6,90,"See Specifications A263, A264, and A265 for equivalent descriptions for clad quality level.",3,5,"[300.835, 411.8700478515625, 552.295, 432.0020478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,text,False,SUPPLEMENTARY REQUIREMENTS,S5 Surface Finish,S5.1 The surface finish of the plate shall be conditioned to a maximum 125 µin. [3 µm] AA (see ANSI B 46.1) prior to test,,False,,,text
3678,6,91,S7. Withdrawn,3,5,"[300.835, 388.8140478515625, 368.016, 397.5380478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,SUPPLEMENTARY REQUIREMENTS,S7 Withdrawn,,,False,,,subsection
3679,6,92,"See Specifications A263, A264, and A265 for equivalent descriptions for clad quality level.",3,5,"[300.835, 361.8020478515625, 552.295, 381.9320478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,text,False,SUPPLEMENTARY REQUIREMENTS,S7 Withdrawn,,,False,,,text
3680,6,93,S8. Ultrasonic Examination Using Flat Bottom Hole Calibration (for Plates 4 in. [100 mm] Thick and Greater),3,5,"[300.835, 327.2710478515625, 552.324, 347.4690478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,section_header,False,SUPPLEMENTARY REQUIREMENTS,S8 Ultrasonic Examination Using Flat Bottom Hole Calibration (for Plates 4 in. [100 mm] Thick and Greater),,,False,,,subsection
3681,6,94,"S8.1 Use the following calibration and recording procedures in place of 5.6.2, 5.6.3, and Section 6.",3,5,"[300.835, 300.2580478515625, 552.298, 320.3890478515625]",system,2025-08-14 01:29:13.602858,system,2025-08-14 01:29:13.602858,text,False,SUPPLEMENTARY REQUIREMENTS,S8 Ultrasonic Examination Using Flat Bottom Hole Calibration (for Plates 4 in. [100 mm] Thick and Greater),"S8.1 Use the following calibration and recording procedures in place of 5.6.2, 5.6.3, and Section 6",,False,,,subsubsection
