sort_id,title,text,page,coordinates,pruned_edges_row
8,Scope,"1.4 This standard does not purport to address all of the safety concerns, if any, associated with its use.",1,"[31.43, 250.5720478515625, 282.925, 304.9870478515625]","[{'subj': 'this standard', 'obj': 'all of the safety concerns associated with its use', 'edge': 'does_not_purport_to_address', 'title': 'Scope', 'pages': [1], 'coordinates_list': ['[31.43, 250.5720478515625, 282.925, 304.9870478515625]']}, {'subj': 'user of this standard', 'obj': 'establish appropriate safety and health practices', 'edge': 'are_responsible_for', 'title': 'Scope', 'pages': [1], 'coordinates_list': ['[31.43, 250.5720478515625, 282.925, 304.9870478515625]']}, {'subj': 'user of this standard', 'obj': 'determine the applicability of regulatory limitations', 'edge': 'are_responsible_for', 'title': 'Scope', 'pages': [1], 'coordinates_list': ['[31.43, 250.5720478515625, 282.925, 304.9870478515625]']}, {'subj': 'establish appropriate safety and health practices', 'obj': 'prior to use', 'edge': 'has_condition', 'title': 'Scope', 'pages': [1], 'coordinates_list': ['[31.43, 250.5720478515625, 282.925, 304.9870478515625]']}, {'subj': 'determine the applicability of regulatory limitations', 'obj': 'prior to use', 'edge': 'has_condition', 'title': 'Scope', 'pages': [1], 'coordinates_list': ['[31.43, 250.5720478515625, 282.925, 304.9870478515625]']}]"
8,Scope,It is the responsibility of the user of this standard to establish appropriate safety and health practices and determine the applicability of regulatory limitations prior to use.,1,"[31.43, 250.5720478515625, 282.925, 304.9870478515625]","[{'subj': 'this standard', 'obj': 'all of the safety concerns associated with its use', 'edge': 'does_not_purport_to_address', 'title': 'Scope', 'pages': [1], 'coordinates_list': ['[31.43, 250.5720478515625, 282.925, 304.9870478515625]']}, {'subj': 'user of this standard', 'obj': 'establish appropriate safety and health practices', 'edge': 'are_responsible_for', 'title': 'Scope', 'pages': [1], 'coordinates_list': ['[31.43, 250.5720478515625, 282.925, 304.9870478515625]']}, {'subj': 'user of this standard', 'obj': 'determine the applicability of regulatory limitations', 'edge': 'are_responsible_for', 'title': 'Scope', 'pages': [1], 'coordinates_list': ['[31.43, 250.5720478515625, 282.925, 304.9870478515625]']}, {'subj': 'establish appropriate safety and health practices', 'obj': 'prior to use', 'edge': 'has_condition', 'title': 'Scope', 'pages': [1], 'coordinates_list': ['[31.43, 250.5720478515625, 282.925, 304.9870478515625]']}, {'subj': 'determine the applicability of regulatory limitations', 'obj': 'prior to use', 'edge': 'has_condition', 'title': 'Scope', 'pages': [1], 'coordinates_list': ['[31.43, 250.5720478515625, 282.925, 304.9870478515625]']}]"
21,Scope,"2 For ASME Boiler and Pressure Vessel Code applications, see related Specification SA-578/SA-578M in Section II of that Code.",1,"[31.43, 121.09704785156248, 282.92, 137.3320478515625]","[{'subj': 'ASME Boiler and Pressure Vessel Code applications', 'obj': 'Specification SA-578/SA-578M in Section II of the ASME Boiler and Pressure Vessel Code', 'edge': 'parallel_to', 'title': 'Scope', 'pages': [1], 'coordinates_list': ['[31.43, 121.09704785156248, 282.92, 137.3320478515625]']}, {'subj': 'Specification SA-578/SA-578M', 'obj': 'Section II of the ASME Boiler and Pressure Vessel Code', 'edge': 'listed_in', 'title': 'Scope', 'pages': [1], 'coordinates_list': ['[31.43, 121.09704785156248, 282.92, 137.3320478515625]']}]"
17,Referenced Documents -> ASTM Standards,ASTM Standards: 3,1,"[40.909, 217.89104785156246, 133.8, 228.47704785156247]","[{'subj': 'ASTM Standards', 'obj': '3', 'edge': 'has_number', 'title': 'Referenced Documents -> ASTM Standards', 'pages': [1], 'coordinates_list': ['[40.909, 217.89104785156246, 133.8, 228.47704785156247]']}]"
18,Referenced Documents -> ASTM Standards,A263 Specification for Stainless Chromium Steel-Clad Plate,1,"[40.91, 206.4180478515625, 282.92, 215.07404785156245]","[{'subj': 'A263 Specification', 'obj': 'Stainless Chromium Steel-Clad Plate', 'edge': 'covers', 'title': 'Referenced Documents -> ASTM Standards', 'pages': [1], 'coordinates_list': ['[40.91, 206.4180478515625, 282.92, 215.07404785156245]']}]"
11,Referenced Documents -> ASTM Standards,A265 Specification for Nickel and Nickel-Base Alloy-Clad,1,"[310.316, 528.0300478515625, 552.312, 536.6860478515625]","[{'subj': 'A265 Specification', 'obj': 'Nickel and Nickel-Base Alloy-Clad', 'edge': 'covers', 'title': 'Referenced Documents -> ASTM Standards', 'pages': [1], 'coordinates_list': ['[310.316, 528.0300478515625, 552.312, 536.6860478515625]']}]"
12,Referenced Documents -> ANSI Standard,ANSI Standard: 4,1,"[310.314, 503.6900478515625, 395.443, 514.2750478515625]","[{'subj': 'ANSI Standard', 'obj': '4', 'edge': 'has_number', 'title': 'Referenced Documents -> ANSI Standard', 'pages': [1], 'coordinates_list': ['[310.314, 503.6900478515625, 395.443, 514.2750478515625]']}]"
13,Referenced Documents -> ANSI Standard,B 46.1 Surface Texture,1,"[310.314, 492.2150478515625, 403.369, 500.8710478515625]","[{'subj': 'this section', 'obj': 'Surface Texture', 'edge': 'covers', 'title': 'Referenced Documents -> ANSI Standard', 'pages': [1], 'coordinates_list': ['[310.314, 492.2150478515625, 403.369, 500.8710478515625]']}]"
14,Referenced Documents -> ASNT Standard,ASNT Standard: 5,1,"[310.314, 479.3520478515625, 402.478, 489.9360478515625]","[{'subj': 'ASNT Standard', 'obj': '5', 'edge': 'has_number', 'title': 'Referenced Documents -> ASNT Standard', 'pages': [1], 'coordinates_list': ['[310.314, 479.3520478515625, 402.478, 489.9360478515625]']}]"
15,Referenced Documents -> ASNT Standard,SNT-TC-1A,1,"[310.314, 467.8770478515625, 359.837, 476.5330478515625]","[{'subj': 'SNT-TC-1A', 'obj': 'document identifier', 'edge': 'is_function_of', 'title': 'Referenced Documents -> ASNT Standard', 'pages': [1], 'coordinates_list': ['[310.314, 467.8770478515625, 359.837, 476.5330478515625]']}]"
16,Referenced Documents,2. Referenced Documents,1,"[31.43, 233.03304785156251, 142.914, 241.75604785156247]",[]
17,Referenced Documents -> ASTM Standards,2.1 ASTM Standards,1,"[40.909, 217.89104785156246, 133.8, 228.47704785156247]","[{'subj': 'ASTM Standards', 'obj': '3', 'edge': 'has_number', 'title': 'Referenced Documents -> ASTM Standards', 'pages': [1], 'coordinates_list': ['[40.909, 217.89104785156246, 133.8, 228.47704785156247]']}]"
19,Referenced Documents -> Specification for Stainless Chromium Steel-Clad Plate,"1 This specification is under the jurisdiction of ASTM Committee A01 on Steel, Stainless Steel and Related Alloys and is the direct responsibility of Subcommittee A01.11 on Steel Plates for Boilers and Pressure Vessels.",1,"[31.43, 165.99804785156243, 282.908, 191.21304785156246]","[{'subj': 'this specification', 'obj': 'ASTM Committee A01 on Steel, Stainless Steel and Related Alloys', 'edge': 'under_jurisdiction_of', 'title': 'Referenced Documents -> Specification for Stainless Chromium Steel-Clad Plate', 'pages': [1], 'coordinates_list': ['[31.43, 165.99804785156243, 282.908, 191.21304785156246]']}, {'subj': 'this specification', 'obj': 'Subcommittee A01.11 on Steel Plates for Boilers and Pressure Vessels', 'edge': 'are_responsible_for', 'title': 'Referenced Documents -> Specification for Stainless Chromium Steel-Clad Plate', 'pages': [1], 'coordinates_list': ['[31.43, 165.99804785156243, 282.908, 191.21304785156246]']}, {'subj': 'Subcommittee A01.11 on Steel Plates for Boilers and Pressure Vessels', 'obj': 'ASTM Committee A01 on Steel, Stainless Steel and Related Alloys', 'edge': 'is_subcommittee_of', 'title': 'Referenced Documents -> Specification for Stainless Chromium Steel-Clad Plate', 'pages': [1], 'coordinates_list': ['[31.43, 165.99804785156243, 282.908, 191.21304785156246]']}]"
23,Ordering Information,3. Ordering Information,1,"[300.835, 447.1030478515625, 408.647, 455.8270478515625]","[{'subj': 'this section', 'obj': 'ordering information', 'edge': 'covers', 'title': 'Ordering Information', 'pages': [1], 'coordinates_list': ['[300.835, 447.1030478515625, 408.647, 455.8270478515625]']}]"
24,Ordering Information -> The inquiry and order shall indicate the following,3.1 The inquiry and order shall indicate the following:,1,"[310.315, 431.5650478515625, 535.042, 440.2210478515625]","[{'subj': 'the inquiry and order', 'obj': 'the following', 'edge': 'shall_provide', 'title': 'Ordering Information -> The inquiry and order shall indicate the following', 'pages': [1], 'coordinates_list': ['[310.315, 431.5650478515625, 535.042, 440.2210478515625]']}]"
25,Ordering Information -> The inquiry and order shall indicate the following,"3.1.1 Acceptance level requirements (Sections 7, 8, and 9).",1,"[300.834, 397.1410478515625, 552.293, 428.7470478515625]","[{'subj': 'Acceptance level requirements', 'obj': 'Sections 7, 8, and 9', 'edge': 'applies_to', 'title': 'Ordering Information -> The inquiry and order shall indicate the following', 'pages': [1], 'coordinates_list': ['[300.834, 397.1410478515625, 552.293, 428.7470478515625]']}, {'subj': 'case1', 'obj': 'otherwise agreed to by purchaser and manufacturer', 'edge': 'has_condition', 'title': 'Ordering Information -> The inquiry and order shall indicate the following', 'pages': [1], 'coordinates_list': ['[300.834, 397.1410478515625, 552.293, 428.7470478515625]']}, {'subj': 'case1', 'obj': 'Acceptance Level B applies', 'edge': 'has_consequence', 'title': 'Ordering Information -> The inquiry and order shall indicate the following', 'pages': [1], 'coordinates_list': ['[300.834, 397.1410478515625, 552.293, 428.7470478515625]']}]"
25,Ordering Information -> The inquiry and order shall indicate the following,Acceptance Level B shall apply unless otherwise agreed to by purchaser and manufacturer.,1,"[300.834, 397.1410478515625, 552.293, 428.7470478515625]","[{'subj': 'Acceptance level requirements', 'obj': 'Sections 7, 8, and 9', 'edge': 'applies_to', 'title': 'Ordering Information -> The inquiry and order shall indicate the following', 'pages': [1], 'coordinates_list': ['[300.834, 397.1410478515625, 552.293, 428.7470478515625]']}, {'subj': 'case1', 'obj': 'otherwise agreed to by purchaser and manufacturer', 'edge': 'has_condition', 'title': 'Ordering Information -> The inquiry and order shall indicate the following', 'pages': [1], 'coordinates_list': ['[300.834, 397.1410478515625, 552.293, 428.7470478515625]']}, {'subj': 'case1', 'obj': 'Acceptance Level B applies', 'edge': 'has_consequence', 'title': 'Ordering Information -> The inquiry and order shall indicate the following', 'pages': [1], 'coordinates_list': ['[300.834, 397.1410478515625, 552.293, 428.7470478515625]']}]"
26,Ordering Information -> The inquiry and order shall indicate the following,"3.1.2 Any additions to the provisions of this specification as prescribed in 5.2, 13.1, and Section 10.",1,"[300.834, 374.1920478515625, 552.318, 394.3220478515625]","[{'subj': 'additions to the provisions of this specification', 'obj': '5.2, 13.1, and Section 10', 'edge': 'listed_in', 'title': 'Ordering Information -> The inquiry and order shall indicate the following', 'pages': [1], 'coordinates_list': ['[300.834, 374.1920478515625, 552.318, 394.3220478515625]']}]"
27,Ordering Information -> The inquiry and order shall indicate the following,"3.1.3 Supplementary requirements, if any.",1,"[310.314, 362.7170478515625, 482.583, 371.3730478515625]","[{'subj': 'this section', 'obj': 'supplementary requirements, if any', 'edge': 'covers', 'title': 'Ordering Information -> The inquiry and order shall indicate the following', 'pages': [1], 'coordinates_list': ['[310.314, 362.7170478515625, 482.583, 371.3730478515625]']}]"
28,Apparatus,4. Apparatus,1,"[300.835, 341.9440478515625, 358.767, 350.6670478515625]","[{'subj': 'this section', 'obj': 'apparatus', 'edge': 'covers', 'title': 'Apparatus', 'pages': [1], 'coordinates_list': ['[300.835, 341.9440478515625, 358.767, 350.6670478515625]']}]"
